"","Date","Frequency"
"2229","2012-02-23",5
"2230","2012-02-24",6
"2231","2012-02-25",7
"2232","2012-02-26",8
"2233","2012-02-27",6
"2234","2012-02-28",5
"2235","2012-02-29",6
"2236","2012-03-01",6
"2237","2012-03-02",8
"2238","2012-03-03",13
"2239","2012-03-04",5
"2240","2012-03-05",11
"2241","2012-03-06",6
"2242","2012-03-07",8
"2243","2012-03-08",6
"2244","2012-03-09",8
"2245","2012-03-10",19
"2246","2012-03-11",9
"2247","2012-03-12",7
"2248","2012-03-13",13
"2249","2012-03-14",17
"2250","2012-03-15",8
"2251","2012-03-16",12
"2252","2012-03-17",12
"2253","2012-03-18",19
"2254","2012-03-19",9
"2255","2012-03-20",15
"2256","2012-03-21",9
"2257","2012-03-22",5
"2258","2012-03-23",14
"2259","2012-03-24",19
"2260","2012-03-25",9
"2261","2012-03-26",6
"2262","2012-03-27",12
"2263","2012-03-28",2
"2264","2012-03-29",10
"2265","2012-03-30",5
"2266","2012-03-31",3
"2267","2012-04-01",12
"2268","2012-04-02",7
"2269","2012-04-03",5
"2270","2012-04-04",6
"2271","2012-04-05",4
"2272","2012-04-06",10
"2273","2012-04-07",16
"2274","2012-04-08",9
"2275","2012-04-09",11
"2276","2012-04-10",11
"2277","2012-04-11",21
"2278","2012-04-12",11
"2279","2012-04-13",5
"2280","2012-04-14",10
"2281","2012-04-15",6
"2282","2012-04-16",10
"2283","2012-04-17",14
"2284","2012-04-18",13
"2285","2012-04-19",8
"2286","2012-04-20",11
"2287","2012-04-21",19
"2288","2012-04-22",10
"2289","2012-04-23",8
"2290","2012-04-24",7
"2291","2012-04-25",7
"2292","2012-04-26",11
"2293","2012-04-27",9
"2294","2012-04-28",10
"2295","2012-04-29",6
"2296","2012-04-30",5
"2297","2012-05-01",5
"2298","2012-05-02",5
"2299","2012-05-03",5
"2300","2012-05-04",7
"2301","2012-05-05",19
"2302","2012-05-06",11
"2303","2012-05-07",6
"2304","2012-05-08",11
"2305","2012-05-09",1
"2306","2012-05-10",5
"2307","2012-05-11",11
"2308","2012-05-12",25
"2309","2012-05-13",10
"2310","2012-05-14",5
"2311","2012-05-15",9
"2312","2012-05-16",6
"2313","2012-05-17",2
"2314","2012-05-18",10
"2315","2012-05-19",25
"2316","2012-05-20",11
"2317","2012-05-21",9
"2318","2012-05-22",10
"2319","2012-05-23",12
"2320","2012-05-24",9
"2321","2012-05-25",4
"2322","2012-05-26",14
"2323","2012-05-27",10
"2324","2012-05-28",17
"2325","2012-05-29",7
"2326","2012-05-30",8
"2327","2012-05-31",1
"2328","2012-06-01",9
"2329","2012-06-02",20
"2330","2012-06-03",5
"2331","2012-06-04",4
"2332","2012-06-05",14
"2333","2012-06-06",11
"2334","2012-06-07",15
"2335","2012-06-08",14
"2336","2012-06-09",20
"2337","2012-06-10",11
"2338","2012-06-11",6
"2339","2012-06-12",14
"2340","2012-06-13",8
"2341","2012-06-14",17
"2342","2012-06-15",19
"2343","2012-06-16",24
"2344","2012-06-17",13
"2345","2012-06-18",11
"2346","2012-06-19",6
"2347","2012-06-20",23
"2348","2012-06-21",13
"2349","2012-06-22",24
"2350","2012-06-23",30
"2351","2012-06-24",23
"2352","2012-06-25",15
"2353","2012-06-26",11
"2354","2012-06-27",19
"2355","2012-06-28",10
"2356","2012-06-29",18
"2357","2012-06-30",31
"2358","2012-07-01",16
"2359","2012-07-02",7
"2360","2012-07-03",23
"2361","2012-07-04",128
"2362","2012-07-05",14
"2363","2012-07-06",18
"2364","2012-07-07",28
"2365","2012-07-08",12
"2366","2012-07-09",14
"2367","2012-07-10",16
"2368","2012-07-11",10
"2369","2012-07-12",10
"2370","2012-07-13",15
"2371","2012-07-14",29
"2372","2012-07-15",10
"2373","2012-07-16",6
"2374","2012-07-17",14
"2375","2012-07-18",17
"2376","2012-07-19",14
"2377","2012-07-20",15
"2378","2012-07-21",30
"2379","2012-07-22",8
"2380","2012-07-23",14
"2381","2012-07-24",7
"2382","2012-07-25",18
"2383","2012-07-26",10
"2384","2012-07-27",12
"2385","2012-07-28",20
"2386","2012-07-29",15
"2387","2012-07-30",7
"2388","2012-07-31",12
"2389","2012-08-01",13
"2390","2012-08-02",11
"2391","2012-08-03",13
"2392","2012-08-04",25
"2393","2012-08-05",15
"2394","2012-08-06",30
"2395","2012-08-07",39
"2396","2012-08-08",24
"2397","2012-08-09",10
"2398","2012-08-10",16
"2399","2012-08-11",26
"2400","2012-08-12",21
"2401","2012-08-13",13
"2402","2012-08-14",10
"2403","2012-08-15",10
"2404","2012-08-16",13
"2405","2012-08-17",21
"2406","2012-08-18",37
"2407","2012-08-19",16
"2408","2012-08-20",11
"2409","2012-08-21",13
"2410","2012-08-22",9
"2411","2012-08-23",17
"2412","2012-08-24",15
"2413","2012-08-25",33
"2414","2012-08-26",18
"2415","2012-08-27",9
"2416","2012-08-28",8
"2417","2012-08-29",13
"2418","2012-08-30",13
"2419","2012-08-31",13
"2420","2012-09-01",33
"2421","2012-09-02",21
"2422","2012-09-03",11
"2423","2012-09-04",4
"2424","2012-09-05",7
"2425","2012-09-06",8
"2426","2012-09-07",13
"2427","2012-09-08",19
"2428","2012-09-09",18
"2429","2012-09-10",18
"2430","2012-09-11",18
"2431","2012-09-12",21
"2432","2012-09-13",11
"2433","2012-09-14",11
"2434","2012-09-15",29
"2435","2012-09-16",9
"2436","2012-09-17",9
"2437","2012-09-18",12
"2438","2012-09-19",8
"2439","2012-09-20",13
"2440","2012-09-21",17
"2441","2012-09-22",16
"2442","2012-09-23",21
"2443","2012-09-24",7
"2444","2012-09-25",11
"2445","2012-09-26",10
"2446","2012-09-27",7
"2447","2012-09-28",10
"2448","2012-09-29",25
"2449","2012-09-30",10
"2450","2012-10-01",13
"2451","2012-10-02",16
"2452","2012-10-03",11
"2453","2012-10-04",7
"2454","2012-10-05",13
"2455","2012-10-06",19
"2456","2012-10-07",8
"2457","2012-10-08",8
"2458","2012-10-09",10
"2459","2012-10-10",13
"2460","2012-10-11",9
"2461","2012-10-12",12
"2462","2012-10-13",16
"2463","2012-10-14",13
"2464","2012-10-15",9
"2465","2012-10-16",14
"2466","2012-10-17",12
"2467","2012-10-18",11
"2468","2012-10-19",14
"2469","2012-10-20",21
"2470","2012-10-21",17
"2471","2012-10-22",13
"2472","2012-10-23",16
"2473","2012-10-24",19
"2474","2012-10-25",7
"2475","2012-10-26",10
"2476","2012-10-27",14
"2477","2012-10-28",6
"2478","2012-10-29",8
"2479","2012-10-30",9
"2480","2012-10-31",12
"2481","2012-11-01",10
"2482","2012-11-02",14
"2483","2012-11-03",27
"2484","2012-11-04",15
"2485","2012-11-05",18
"2486","2012-11-06",16
"2487","2012-11-07",18
"2488","2012-11-08",28
"2489","2012-11-09",10
"2490","2012-11-10",24
"2491","2012-11-11",13
"2492","2012-11-12",15
"2493","2012-11-13",18
"2494","2012-11-14",24
"2495","2012-11-15",12
"2496","2012-11-16",16
"2497","2012-11-17",26
"2498","2012-11-18",11
"2499","2012-11-19",13
"2500","2012-11-20",4
"2501","2012-11-21",13
"2502","2012-11-22",31
"2503","2012-11-23",13
"2504","2012-11-24",17
"2505","2012-11-25",12
"2506","2012-11-26",5
"2507","2012-11-27",7
"2508","2012-11-28",16
"2509","2012-11-29",12
"2510","2012-11-30",8
"2511","2012-12-01",9
"2512","2012-12-02",4
"2513","2012-12-03",7
"2514","2012-12-04",13
"2515","2012-12-05",14
"2516","2012-12-06",12
"2517","2012-12-07",12
"2518","2012-12-08",11
"2519","2012-12-09",8
"2520","2012-12-10",9
"2521","2012-12-11",9
"2522","2012-12-12",14
"2523","2012-12-13",22
"2524","2012-12-14",12
"2525","2012-12-15",12
"2526","2012-12-16",10
"2527","2012-12-17",3
"2528","2012-12-18",12
"2529","2012-12-19",9
"2530","2012-12-20",16
"2531","2012-12-21",16
"2532","2012-12-22",18
"2533","2012-12-23",14
"2534","2012-12-24",18
"2535","2012-12-25",21
"2536","2012-12-26",5
"2537","2012-12-27",10
"2538","2012-12-28",15
"2539","2012-12-29",9
"2540","2012-12-30",10
"2541","2012-12-31",42
"2542","2013-01-01",42
"2543","2013-01-02",4
"2544","2013-01-03",11
"2545","2013-01-04",6
"2546","2013-01-05",13
"2547","2013-01-06",11
"2548","2013-01-07",4
"2549","2013-01-08",9
"2550","2013-01-09",3
"2551","2013-01-10",8
"2552","2013-01-11",3
"2553","2013-01-12",9
"2554","2013-01-13",6
"2555","2013-01-14",10
"2556","2013-01-15",8
"2557","2013-01-16",4
"2558","2013-01-17",10
"2559","2013-01-18",4
"2560","2013-01-19",7
"2561","2013-01-20",6
"2562","2013-01-21",4
"2563","2013-01-22",6
"2564","2013-01-23",4
"2565","2013-01-24",7
"2566","2013-01-25",6
"2567","2013-01-26",7
"2568","2013-01-27",6
"2569","2013-01-28",1
"2570","2013-01-29",4
"2571","2013-01-30",4
"2572","2013-01-31",7
"2573","2013-02-01",5
"2574","2013-02-02",7
"2575","2013-02-03",7
"2576","2013-02-04",5
"2577","2013-02-05",2
"2578","2013-02-06",10
"2579","2013-02-07",2
"2580","2013-02-08",5
"2581","2013-02-09",9
"2582","2013-02-10",6
"2583","2013-02-11",4
"2584","2013-02-12",4
"2585","2013-02-13",9
"2586","2013-02-14",12
"2587","2013-02-15",7
"2588","2013-02-16",9
"2589","2013-02-17",4
"2590","2013-02-18",3
"2591","2013-02-19",6
"2592","2013-02-20",6
"2593","2013-02-21",1
"2594","2013-02-22",5
"2595","2013-02-23",7
"2596","2013-02-24",8
"2597","2013-02-25",5
"2598","2013-02-26",10
"2599","2013-02-27",7
"2600","2013-02-28",9
"2601","2013-03-01",12
"2602","2013-03-02",11
"2603","2013-03-03",8
"2604","2013-03-04",4
"2605","2013-03-05",3
"2606","2013-03-06",2
"2607","2013-03-07",7
"2608","2013-03-08",10
"2609","2013-03-09",16
"2610","2013-03-10",5
"2611","2013-03-11",4
"2612","2013-03-12",5
"2613","2013-03-13",6
"2614","2013-03-14",8
"2615","2013-03-15",9
"2616","2013-03-16",7
"2617","2013-03-17",7
"2618","2013-03-18",2
"2619","2013-03-19",3
"2620","2013-03-20",9
"2621","2013-03-21",4
"2622","2013-03-22",11
"2623","2013-03-23",13
"2624","2013-03-24",3
"2625","2013-03-25",3
"2626","2013-03-26",6
"2627","2013-03-27",6
"2628","2013-03-28",7
"2629","2013-03-29",8
"2630","2013-03-30",17
"2631","2013-03-31",8
"2632","2013-04-01",13
"2633","2013-04-02",4
"2634","2013-04-03",5
"2635","2013-04-04",5
"2636","2013-04-05",9
"2637","2013-04-06",20
"2638","2013-04-07",4
"2639","2013-04-08",5
"2640","2013-04-09",6
"2641","2013-04-10",3
"2642","2013-04-11",3
"2643","2013-04-12",9
"2644","2013-04-13",15
"2645","2013-04-14",9
"2646","2013-04-15",8
"2647","2013-04-16",9
"2648","2013-04-17",4
"2649","2013-04-18",2
"2650","2013-04-19",3
"2651","2013-04-20",12
"2652","2013-04-21",13
"2653","2013-04-22",7
"2654","2013-04-23",7
"2655","2013-04-24",9
"2656","2013-04-25",13
"2657","2013-04-26",16
"2658","2013-04-27",22
"2659","2013-04-28",11
"2660","2013-04-29",7
"2661","2013-04-30",4
"2662","2013-05-01",10
"2663","2013-05-02",3
"2664","2013-05-03",14
"2665","2013-05-04",26
"2666","2013-05-05",11
"2667","2013-05-06",6
"2668","2013-05-07",7
"2669","2013-05-08",8
"2670","2013-05-09",6
"2671","2013-05-10",10
"2672","2013-05-11",16
"2673","2013-05-12",8
"2674","2013-05-13",7
"2675","2013-05-14",8
"2676","2013-05-15",9
"2677","2013-05-16",8
"2678","2013-05-17",8
"2679","2013-05-18",17
"2680","2013-05-19",9
"2681","2013-05-20",6
"2682","2013-05-21",5
"2683","2013-05-22",7
"2684","2013-05-23",2
"2685","2013-05-24",8
"2686","2013-05-25",20
"2687","2013-05-26",39
"2688","2013-05-27",12
"2689","2013-05-28",6
"2690","2013-05-29",7
"2691","2013-05-30",9
"2692","2013-05-31",19
"2693","2013-06-01",23
"2694","2013-06-02",11
"2695","2013-06-03",20
"2696","2013-06-04",14
"2697","2013-06-05",12
"2698","2013-06-06",5
"2699","2013-06-07",7
"2700","2013-06-08",20
"2701","2013-06-09",10
"2702","2013-06-10",7
"2703","2013-06-11",8
"2704","2013-06-12",10
"2705","2013-06-13",7
"2706","2013-06-14",9
"2707","2013-06-15",23
"2708","2013-06-16",12
"2709","2013-06-17",8
"2710","2013-06-18",7
"2711","2013-06-19",12
"2712","2013-06-20",12
"2713","2013-06-21",17
"2714","2013-06-22",35
"2715","2013-06-23",11
"2716","2013-06-24",9
"2717","2013-06-25",14
"2718","2013-06-26",6
"2719","2013-06-27",8
"2720","2013-06-28",9
"2721","2013-06-29",20
"2722","2013-06-30",7
"2723","2013-07-01",11
"2724","2013-07-02",13
"2725","2013-07-03",25
"2726","2013-07-04",112
"2727","2013-07-05",39
"2728","2013-07-06",52
"2729","2013-07-07",21
"2730","2013-07-08",10
"2731","2013-07-09",5
"2732","2013-07-10",9
"2733","2013-07-11",11
"2734","2013-07-12",22
"2735","2013-07-13",35
"2736","2013-07-14",19
"2737","2013-07-15",13
"2738","2013-07-16",8
"2739","2013-07-17",18
"2740","2013-07-18",15
"2741","2013-07-19",10
"2742","2013-07-20",11
"2743","2013-07-21",6
"2744","2013-07-22",6
"2745","2013-07-23",7
"2746","2013-07-24",13
"2747","2013-07-25",15
"2748","2013-07-26",15
"2749","2013-07-27",34
"2750","2013-07-28",12
"2751","2013-07-29",16
"2752","2013-07-30",15
"2753","2013-07-31",9
"2754","2013-08-01",11
"2755","2013-08-02",19
"2756","2013-08-03",26
"2757","2013-08-04",18
"2758","2013-08-05",13
"2759","2013-08-06",20
"2760","2013-08-07",21
"2761","2013-08-08",16
"2762","2013-08-09",11
"2763","2013-08-10",32
"2764","2013-08-11",15
"2765","2013-08-12",22
"2766","2013-08-13",18
"2767","2013-08-14",19
"2768","2013-08-15",18
"2769","2013-08-16",22
"2770","2013-08-17",19
"2771","2013-08-18",13
"2772","2013-08-19",8
"2773","2013-08-20",16
"2774","2013-08-21",11
"2775","2013-08-22",13
"2776","2013-08-23",15
"2777","2013-08-24",48
"2778","2013-08-25",18
"2779","2013-08-26",13
"2780","2013-08-27",10
"2781","2013-08-28",8
"2782","2013-08-29",9
"2783","2013-08-30",19
"2784","2013-08-31",24
"2785","2013-09-01",23
"2786","2013-09-02",13
"2787","2013-09-03",13
"2788","2013-09-04",8
"2789","2013-09-05",18
"2790","2013-09-06",12
"2791","2013-09-07",22
"2792","2013-09-08",10
"2793","2013-09-09",10
"2794","2013-09-10",6
"2795","2013-09-11",12
"2796","2013-09-12",12
"2797","2013-09-13",14
"2798","2013-09-14",33
"2799","2013-09-15",12
"2800","2013-09-16",5
"2801","2013-09-17",8
"2802","2013-09-18",16
"2803","2013-09-19",14
"2804","2013-09-20",14
"2805","2013-09-21",23
"2806","2013-09-22",29
"2807","2013-09-23",18
"2808","2013-09-24",16
"2809","2013-09-25",11
"2810","2013-09-26",21
"2811","2013-09-27",14
"2812","2013-09-28",40
"2813","2013-09-29",17
"2814","2013-09-30",8
"2815","2013-10-01",12
"2816","2013-10-02",13
"2817","2013-10-03",13
"2818","2013-10-04",21
"2819","2013-10-05",26
"2820","2013-10-06",10
"2821","2013-10-07",7
"2822","2013-10-08",13
"2823","2013-10-09",14
"2824","2013-10-10",12
"2825","2013-10-11",17
"2826","2013-10-12",28
"2827","2013-10-13",18
"2828","2013-10-14",11
"2829","2013-10-15",11
"2830","2013-10-16",8
"2831","2013-10-17",9
"2832","2013-10-18",15
"2833","2013-10-19",29
"2834","2013-10-20",10
"2835","2013-10-21",12
"2836","2013-10-22",19
"2837","2013-10-23",21
"2838","2013-10-24",25
"2839","2013-10-25",13
"2840","2013-10-26",21
"2841","2013-10-27",10
"2842","2013-10-28",10
"2843","2013-10-29",7
"2844","2013-10-30",15
"2845","2013-10-31",9
"2846","2013-11-01",22
"2847","2013-11-02",26
"2848","2013-11-03",24
"2849","2013-11-04",14
"2850","2013-11-05",14
"2851","2013-11-06",11
"2852","2013-11-07",8
"2853","2013-11-08",10
"2854","2013-11-09",14
"2855","2013-11-10",19
"2856","2013-11-11",14
"2857","2013-11-12",11
"2858","2013-11-13",19
"2859","2013-11-14",9
"2860","2013-11-15",15
"2861","2013-11-16",24
"2862","2013-11-17",15
"2863","2013-11-18",12
"2864","2013-11-19",19
"2865","2013-11-20",24
"2866","2013-11-21",11
"2867","2013-11-22",13
"2868","2013-11-23",14
"2869","2013-11-24",18
"2870","2013-11-25",11
"2871","2013-11-26",13
"2872","2013-11-27",9
"2873","2013-11-28",38
"2874","2013-11-29",15
"2875","2013-11-30",21
"2876","2013-12-01",8
"2877","2013-12-02",12
"2878","2013-12-03",17
"2879","2013-12-04",6
"2880","2013-12-05",6
"2881","2013-12-06",13
"2882","2013-12-07",21
"2883","2013-12-08",9
"2884","2013-12-09",9
"2885","2013-12-10",12
"2886","2013-12-11",8
"2887","2013-12-12",15
"2888","2013-12-13",22
"2889","2013-12-14",9
"2890","2013-12-15",10
"2891","2013-12-16",6
"2892","2013-12-17",9
"2893","2013-12-18",13
"2894","2013-12-19",13
"2895","2013-12-20",6
"2896","2013-12-21",10
"2897","2013-12-22",11
"2898","2013-12-23",13
"2899","2013-12-24",35
"2900","2013-12-25",31
"2901","2013-12-26",13
"2902","2013-12-27",21
"2903","2013-12-28",17
"2904","2013-12-29",13
"2905","2013-12-30",4
"2906","2013-12-31",63
"2907","2014-01-01",70
"2908","2014-01-02",11
"2909","2014-01-03",5
"2910","2014-01-04",22
"2911","2014-01-05",6
"2912","2014-01-06",11
"2913","2014-01-07",6
"2914","2014-01-08",8
"2915","2014-01-09",6
"2916","2014-01-10",8
"2917","2014-01-11",10
"2918","2014-01-12",15
"2919","2014-01-13",11
"2920","2014-01-14",7
"2921","2014-01-15",19
"2922","2014-01-16",11
"2923","2014-01-17",10
"2924","2014-01-18",24
"2925","2014-01-19",20
"2926","2014-01-20",12
"2927","2014-01-21",13
"2928","2014-01-22",9
"2929","2014-01-23",18
"2930","2014-01-24",15
"2931","2014-01-25",16
"2932","2014-01-26",9
"2933","2014-01-27",6
"2934","2014-01-28",8
"2935","2014-01-29",11
"2936","2014-01-30",10
"2937","2014-01-31",14
"2938","2014-02-01",23
"2939","2014-02-02",15
"2940","2014-02-03",6
"2941","2014-02-04",6
"2942","2014-02-05",9
"2943","2014-02-06",8
"2944","2014-02-07",16
"2945","2014-02-08",15
"2946","2014-02-09",7
"2947","2014-02-10",6
"2948","2014-02-11",7
"2949","2014-02-12",1
"2950","2014-02-13",11
"2951","2014-02-14",20
"2952","2014-02-15",12
"2953","2014-02-16",4
"2954","2014-02-17",9
"2955","2014-02-18",9
"2956","2014-02-19",11
"2957","2014-02-20",13
"2958","2014-02-21",19
"2959","2014-02-22",25
"2960","2014-02-23",16
"2961","2014-02-24",9
"2962","2014-02-25",8
"2963","2014-02-26",10
"2964","2014-02-27",14
"2965","2014-02-28",14
"2966","2014-03-01",17
"2967","2014-03-02",9
"2968","2014-03-03",4
"2969","2014-03-04",6
"2970","2014-03-05",13
"2971","2014-03-06",7
"2972","2014-03-07",9
"2973","2014-03-08",7
"2974","2014-03-09",9
"2975","2014-03-10",8
"2976","2014-03-11",7
"2977","2014-03-12",9
"2978","2014-03-13",8
"2979","2014-03-14",3
"2980","2014-03-15",13
"2981","2014-03-16",7
"2982","2014-03-17",3
"2983","2014-03-18",9
"2984","2014-03-19",14
"2985","2014-03-20",12
"2986","2014-03-21",9
"2987","2014-03-22",10
"2988","2014-03-23",9
"2989","2014-03-24",8
"2990","2014-03-25",10
"2991","2014-03-26",6
"2992","2014-03-27",12
"2993","2014-03-28",9
"2994","2014-03-29",13
"2995","2014-03-30",12
"2996","2014-03-31",16
"2997","2014-04-01",11
"2998","2014-04-02",15
"2999","2014-04-03",7
"3000","2014-04-04",10
"3001","2014-04-05",25
"3002","2014-04-06",12
"3003","2014-04-07",8
"3004","2014-04-08",14
"3005","2014-04-09",13
"3006","2014-04-10",17
"3007","2014-04-11",17
"3008","2014-04-12",14
"3009","2014-04-13",9
"3010","2014-04-14",6
"3011","2014-04-15",17
"3012","2014-04-16",8
"3013","2014-04-17",7
"3014","2014-04-18",20
"3015","2014-04-19",17
"3016","2014-04-20",17
"3017","2014-04-21",8
"3018","2014-04-22",14
"3019","2014-04-23",9
"3020","2014-04-24",15
"3021","2014-04-25",10
"3022","2014-04-26",16
"3023","2014-04-27",15
"3024","2014-04-28",7
"3025","2014-04-29",9
"3026","2014-04-30",8
"3027","2014-05-01",17
"3028","2014-05-02",10
"3029","2014-05-03",21
"3030","2014-05-04",7
"3031","2014-05-05",15
"3032","2014-05-06",11
"3033","2014-05-07",12
"3034","2014-05-08",12
"3035","2014-05-09",11
"3036","2014-05-10",18
"3037","2014-05-11",10
"3038","2014-05-12",7
"3039","2014-05-13",13
"3040","2014-05-14",10
"3041","2014-05-15",6
"3042","2014-05-16",6
"3043","2014-05-17",25
"3044","2014-05-18",11
"3045","2014-05-19",10
"3046","2014-05-20",16
"3047","2014-05-21",10
"3048","2014-05-22",10
"3049","2014-05-23",9
"3050","2014-05-24",26
"3051","2014-05-25",34
"3052","2014-05-26",12
"3053","2014-05-27",8
"3054","2014-05-28",2
"3055","2014-05-29",7
"3056","2014-05-30",14
"3057","2014-05-31",20
"3058","2014-06-01",9
"3059","2014-06-02",12
"3060","2014-06-03",7
"3061","2014-06-04",7
"3062","2014-06-05",12
"3063","2014-06-06",16
"3064","2014-06-07",24
"3065","2014-06-08",7
"3066","2014-06-09",6
"3067","2014-06-10",7
"3068","2014-06-11",4
"3069","2014-06-12",11
"3070","2014-06-13",15
"3071","2014-06-14",33
"3072","2014-06-15",17
"3073","2014-06-16",16
"3074","2014-06-17",12
"3075","2014-06-18",22
"3076","2014-06-19",17
"3077","2014-06-20",22
"3078","2014-06-21",43
"3079","2014-06-22",19
"3080","2014-06-23",12
"3081","2014-06-24",12
"3082","2014-06-25",14
"3083","2014-06-26",18
"3084","2014-06-27",20
"3085","2014-06-28",20
"3086","2014-06-29",13
"3087","2014-06-30",14
"3088","2014-07-01",14
"3089","2014-07-02",11
"3090","2014-07-03",26
"3091","2014-07-04",167
"3092","2014-07-05",60
"3093","2014-07-06",26
"3094","2014-07-07",10
"3095","2014-07-08",9
"3096","2014-07-09",13
"3097","2014-07-10",14
"3098","2014-07-11",15
"3099","2014-07-12",45
"3100","2014-07-13",16
"3101","2014-07-14",14
"3102","2014-07-15",10
"3103","2014-07-16",14
"3104","2014-07-17",18
"3105","2014-07-18",18
"3106","2014-07-19",18
"3107","2014-07-20",13
"3108","2014-07-21",13
"3109","2014-07-22",12
"3110","2014-07-23",5
"3111","2014-07-24",10
"3112","2014-07-25",16
"3113","2014-07-26",19
"3114","2014-07-27",13
"3115","2014-07-28",11
"3116","2014-07-29",12
"3117","2014-07-30",9
"3118","2014-07-31",11
"3119","2014-08-01",14
"3120","2014-08-02",29
"3121","2014-08-03",19
"3122","2014-08-04",11
"3123","2014-08-05",12
"3124","2014-08-06",6
"3125","2014-08-07",9
"3126","2014-08-08",19
"3127","2014-08-09",20
"3128","2014-08-10",12
"3129","2014-08-11",10
"3130","2014-08-12",9
"3131","2014-08-13",7
"3132","2014-08-14",13
"3133","2014-08-15",24
"3134","2014-08-16",25
"3135","2014-08-17",18
"3136","2014-08-18",18
"3137","2014-08-19",17
"3138","2014-08-20",24
"3139","2014-08-21",8
"3140","2014-08-22",18
"3141","2014-08-23",40
"3142","2014-08-24",20
"3143","2014-08-25",19
"3144","2014-08-26",16
"3145","2014-08-27",12
"3146","2014-08-28",25
"3147","2014-08-29",18
"3148","2014-08-30",22
"3149","2014-08-31",18
"3150","2014-09-01",22
"3151","2014-09-02",9
"3152","2014-09-03",20
"3153","2014-09-04",20
"3154","2014-09-05",9
"3155","2014-09-06",11
"3156","2014-09-07",17
"3157","2014-09-08",7
"3158","2014-09-09",8
"3159","2014-09-10",7
"3160","2014-09-11",10
"3161","2014-09-12",22
"3162","2014-09-13",28
"3163","2014-09-14",19
"3164","2014-09-15",9
"3165","2014-09-16",15
"3166","2014-09-17",15
"3167","2014-09-18",24
"3168","2014-09-19",18
"3169","2014-09-20",18
"3170","2014-09-21",14
"3171","2014-09-22",11
"3172","2014-09-23",18
"3173","2014-09-24",12
"3174","2014-09-25",21
"3175","2014-09-26",20
"3176","2014-09-27",37
"3177","2014-09-28",15
"3178","2014-09-29",10
"3179","2014-09-30",9
"3180","2014-10-01",11
"3181","2014-10-02",12
"3182","2014-10-03",19
"3183","2014-10-04",17
"3184","2014-10-05",19
"3185","2014-10-06",14
"3186","2014-10-07",9
"3187","2014-10-08",28
"3188","2014-10-09",27
"3189","2014-10-10",12
"3190","2014-10-11",15
"3191","2014-10-12",17
"3192","2014-10-13",10
"3193","2014-10-14",15
"3194","2014-10-15",9
"3195","2014-10-16",18
"3196","2014-10-17",22
"3197","2014-10-18",24
"3198","2014-10-19",18
"3199","2014-10-20",8
"3200","2014-10-21",11
"3201","2014-10-22",12
"3202","2014-10-23",18
"3203","2014-10-24",16
"3204","2014-10-25",27
"3205","2014-10-26",14
"3206","2014-10-27",15
"3207","2014-10-28",13
"3208","2014-10-29",8
"3209","2014-10-30",11
"3210","2014-10-31",19
"3211","2014-11-01",11
"3212","2014-11-02",10
"3213","2014-11-03",12
"3214","2014-11-04",7
"3215","2014-11-05",14
"3216","2014-11-06",8
"3217","2014-11-07",17
"3218","2014-11-08",13
"3219","2014-11-09",6
"3220","2014-11-10",14
"3221","2014-11-11",10
"3222","2014-11-12",9
"3223","2014-11-13",7
"3224","2014-11-14",11
"3225","2014-11-15",18
"3226","2014-11-16",9
"3227","2014-11-17",8
"3228","2014-11-18",11
"3229","2014-11-19",10
"3230","2014-11-20",15
"3231","2014-11-21",7
"3232","2014-11-22",13
"3233","2014-11-23",11
"3234","2014-11-24",7
"3235","2014-11-25",10
"3236","2014-11-26",11
"3237","2014-11-27",11
"3238","2014-11-28",4
"3239","2014-11-29",11
"3240","2014-11-30",12
"3241","2014-12-01",9
"3242","2014-12-02",4
"3243","2014-12-03",16
"3244","2014-12-04",5
"3245","2014-12-05",4
"3246","2014-12-06",8
"3247","2014-12-07",9
"3248","2014-12-08",8
"3249","2014-12-09",6
"3250","2014-12-10",13
"3251","2014-12-11",9
"3252","2014-12-12",13
"3253","2014-12-13",14
"3254","2014-12-14",13
"3255","2014-12-15",9
"3256","2014-12-16",6
"3257","2014-12-17",6
"3258","2014-12-18",5
"3259","2014-12-19",3
"3260","2014-12-20",8
"3261","2014-12-21",12
"3262","2014-12-22",11
"3263","2014-12-23",8
"3264","2014-12-24",13
"3265","2014-12-25",14
"3266","2014-12-26",12
"3267","2014-12-27",15
"3268","2014-12-28",11
"3269","2014-12-29",16
"3270","2014-12-30",6
"3271","2014-12-31",30
"3272","2015-01-01",36
"3273","2015-01-02",11
"3274","2015-01-03",9
"3275","2015-01-04",6
"3276","2015-01-05",8
"3277","2015-01-06",6
"3278","2015-01-07",7
"3279","2015-01-08",11
"3280","2015-01-09",9
"3281","2015-01-10",12
"3282","2015-01-11",10
"3283","2015-01-12",5
"3284","2015-01-13",5
"3285","2015-01-14",3
"3286","2015-01-15",14
"3287","2015-01-16",11
"3288","2015-01-17",16
"3289","2015-01-18",14
"3290","2015-01-19",10
"3291","2015-01-20",10
"3292","2015-01-21",6
"3293","2015-01-22",2
"3294","2015-01-23",10
"3295","2015-01-24",12
"3296","2015-01-25",10
"3297","2015-01-26",6
"3298","2015-01-27",12
"3299","2015-01-28",12
"3300","2015-01-29",7
"3301","2015-01-30",9
"3302","2015-01-31",12
"3303","2015-02-01",10
"3304","2015-02-02",6
